timestamp,phase,node,ready,healthz_ok,compute_ok,metrics_ok,healthz_ms,compute_ms,state,downtime_reason
2026-07-07T07:46:34+00:00,BASELINE,icclz1,1,1,1,1,12.246,309.721,UP,
2026-07-07T07:46:39+00:00,BASELINE,icclz1,1,1,1,1,27.829,304.370,UP,
2026-07-07T07:46:45+00:00,BASELINE,icclz1,1,1,1,1,14.099,56.242,UP,
2026-07-07T07:46:50+00:00,BASELINE,icclz1,1,1,1,1,8.294,470.072,UP,
2026-07-07T07:46:56+00:00,BASELINE,icclz1,1,1,1,1,14.696,98.910,UP,
2026-07-07T07:47:01+00:00,BASELINE,icclz1,1,1,1,1,43.789,97.702,UP,
2026-07-07T07:47:06+00:00,BASELINE,icclz1,1,1,1,1,116.818,296.731,UP,
2026-07-07T07:47:12+00:00,BASELINE,icclz1,1,1,1,1,58.613,105.029,UP,
2026-07-07T07:47:17+00:00,BASELINE,icclz1,1,1,1,1,6.388,154.848,UP,
2026-07-07T07:47:23+00:00,BASELINE,icclz1,1,1,1,1,17.384,171.146,UP,
2026-07-07T07:47:28+00:00,BASELINE,icclz1,1,1,1,1,38.400,139.344,UP,
2026-07-07T07:47:33+00:00,COMPLETE,icclz1,1,1,1,1,58.816,388.898,UP,
