condition,rows,gpu_temp_c_residual_median,gpu_temp_c_abs_residual_p95,sm_clock_mhz_residual_median,sm_clock_mhz_abs_residual_p95,completion_latency_p95_residual_median,completion_latency_p95_abs_residual_p95,risk_score_p95
normal_cooling,540,0.5508360498449036,4.665022239454827,6.3703530704422064,144.61993742674676,2.6893654433244194,21.420838633087385,4.771136943824318
