timestamp,label,url,http_code,elapsed_ms,ok,exception_type,exception_text
2026-07-07T08:55:46Z,local_compute,http://127.0.0.1:18080/compute-check,200,195.958,1,,
2026-07-07T08:55:51Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.043,1,,
2026-07-07T08:55:56Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.044,1,,
2026-07-07T08:56:01Z,local_compute,http://127.0.0.1:18080/compute-check,200,0.696,1,,
2026-07-07T08:56:06Z,local_compute,http://127.0.0.1:18080/compute-check,200,0.739,1,,
2026-07-07T08:56:11Z,local_compute,http://127.0.0.1:18080/compute-check,200,0.846,1,,
2026-07-07T08:56:16Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.918,1,,
2026-07-07T08:56:21Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.824,1,,
2026-07-07T08:56:26Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.816,1,,
2026-07-07T08:56:31Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.89,1,,
2026-07-07T08:56:36Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.123,1,,
2026-07-07T08:56:41Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.263,1,,
2026-07-07T08:56:46Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.47,1,,
2026-07-07T08:56:51Z,local_compute,http://127.0.0.1:18080/compute-check,200,2.788,1,,
2026-07-07T08:56:56Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.648,1,,
2026-07-07T08:57:01Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.716,1,,
2026-07-07T08:57:06Z,local_compute,http://127.0.0.1:18080/compute-check,200,1.046,1,,
2026-07-07T08:57:11Z,local_compute,http://127.0.0.1:18080/compute-check,200,0.748,1,,
