timestamp,label,url,http_code,elapsed_ms,ok,exception_type,exception_text
2026-07-07T08:55:44Z,local_healthz,http://127.0.0.1:18080/healthz,200,196.297,1,,
2026-07-07T08:55:49Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.789,1,,
2026-07-07T08:55:54Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.744,1,,
2026-07-07T08:55:59Z,local_healthz,http://127.0.0.1:18080/healthz,200,1.007,1,,
2026-07-07T08:56:04Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.861,1,,
2026-07-07T08:56:09Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.882,1,,
2026-07-07T08:56:14Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.984,1,,
2026-07-07T08:56:19Z,local_healthz,http://127.0.0.1:18080/healthz,200,1.127,1,,
2026-07-07T08:56:24Z,local_healthz,http://127.0.0.1:18080/healthz,200,1.599,1,,
2026-07-07T08:56:29Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.928,1,,
2026-07-07T08:56:34Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.844,1,,
2026-07-07T08:56:39Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.906,1,,
2026-07-07T08:56:44Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.669,1,,
2026-07-07T08:56:49Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.732,1,,
2026-07-07T08:56:54Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.714,1,,
2026-07-07T08:56:59Z,local_healthz,http://127.0.0.1:18080/healthz,200,2.838,1,,
2026-07-07T08:57:04Z,local_healthz,http://127.0.0.1:18080/healthz,200,1.079,1,,
2026-07-07T08:57:09Z,local_healthz,http://127.0.0.1:18080/healthz,200,0.864,1,,
