timestamp,phase,node,ready,healthz_ok,compute_ok,metrics_ok,healthz_ms,compute_ms,health_failure_streak,compute_failure_streak,sample_reason,anomaly_reason,is_transient_anomaly,state,downtime_reason
2026-07-07T09:08:25+00:00,unknown,icclz1,1,1,1,1,29.153,9.292,0,0,,,0,UP,
2026-07-07T09:08:30+00:00,BASELINE,icclz1,1,1,1,1,20.762,8.465,0,0,,,0,UP,
2026-07-07T09:08:35+00:00,BASELINE,icclz1,1,1,1,1,47.364,16.970,0,0,,,0,UP,
2026-07-07T09:08:41+00:00,BASELINE,icclz1,1,1,1,1,19.280,7.416,0,0,,,0,UP,
2026-07-07T09:08:46+00:00,BASELINE,icclz1,1,1,1,1,11.697,7.553,0,0,,,0,UP,
2026-07-07T09:08:51+00:00,BASELINE,icclz1,1,1,1,1,25.398,7.762,0,0,,,0,UP,
2026-07-07T09:08:56+00:00,BASELINE,icclz1,1,1,1,1,20.529,9.690,0,0,,,0,UP,
2026-07-07T09:09:01+00:00,BASELINE,icclz1,1,1,1,1,62.692,9.911,0,0,,,0,UP,
2026-07-07T09:09:07+00:00,BASELINE,icclz1,1,1,1,1,15.919,9.206,0,0,,,0,UP,
2026-07-07T09:09:13+00:00,BASELINE,icclz1,1,1,1,1,15.406,17.481,0,0,,,0,UP,
2026-07-07T09:09:18+00:00,BASELINE,icclz1,1,1,1,1,7.594,8.449,0,0,,,0,UP,
2026-07-07T09:09:23+00:00,BASELINE,icclz1,1,1,1,1,28.135,9.478,0,0,,,0,UP,
2026-07-07T09:09:29+00:00,BASELINE,icclz1,1,1,1,1,141.269,20.352,0,0,,,0,UP,
2026-07-07T09:09:34+00:00,BASELINE,icclz1,1,1,1,1,7.013,7.824,0,0,,,0,UP,
2026-07-07T09:09:39+00:00,BASELINE,icclz1,1,1,1,1,38.079,10.605,0,0,,,0,UP,
2026-07-07T09:09:45+00:00,BASELINE,icclz1,1,1,1,1,60.430,58.447,0,0,,,0,UP,
2026-07-07T09:09:50+00:00,BASELINE,icclz1,1,1,1,1,14.657,41.463,0,0,,,0,UP,
2026-07-07T09:09:55+00:00,BASELINE,icclz1,1,1,1,1,14.934,9.521,0,0,,,0,UP,
2026-07-07T09:10:00+00:00,BASELINE,icclz1,1,1,1,1,9.900,10.066,0,0,,,0,UP,
2026-07-07T09:10:06+00:00,BASELINE,icclz1,1,1,1,1,24.073,6.531,0,0,,,0,UP,
2026-07-07T09:10:11+00:00,BASELINE,icclz1,1,1,1,1,8.115,12.273,0,0,,,0,UP,
2026-07-07T09:10:16+00:00,BASELINE,icclz1,1,1,1,1,125.936,14.204,0,0,,,0,UP,
2026-07-07T09:10:21+00:00,BASELINE,icclz1,1,1,1,1,18.092,12.178,0,0,,,0,UP,
2026-07-07T09:10:27+00:00,BASELINE,icclz1,1,1,1,1,79.702,15.355,0,0,,,0,UP,
2026-07-07T09:10:32+00:00,BASELINE,icclz1,1,1,1,1,7.245,12.427,0,0,,,0,UP,
2026-07-07T09:10:38+00:00,BASELINE,icclz1,1,1,1,1,427.521,20.657,0,0,,,0,UP,
2026-07-07T09:10:43+00:00,BASELINE,icclz1,1,1,1,1,74.261,19.890,0,0,,,0,UP,
2026-07-07T09:10:49+00:00,BASELINE,icclz1,1,1,1,1,10.960,17.712,0,0,,,0,UP,
2026-07-07T09:10:54+00:00,BASELINE,icclz1,1,1,1,1,11.498,17.137,0,0,,,0,UP,
2026-07-07T09:10:59+00:00,BASELINE,icclz1,1,1,1,1,35.073,7.835,0,0,,,0,UP,
2026-07-07T09:11:04+00:00,BASELINE,icclz1,1,1,1,1,56.579,14.365,0,0,,,0,UP,
2026-07-07T09:11:10+00:00,BASELINE,icclz1,1,1,1,1,8.292,8.165,0,0,,,0,UP,
2026-07-07T09:11:15+00:00,BASELINE,icclz1,1,1,1,1,14.408,9.243,0,0,,,0,UP,
2026-07-07T09:11:20+00:00,BASELINE,icclz1,1,1,1,1,264.326,118.108,0,0,,,0,UP,
2026-07-07T09:11:26+00:00,BASELINE,icclz1,1,1,1,1,14.012,27.094,0,0,,,0,UP,
2026-07-07T09:11:31+00:00,BASELINE,icclz1,1,1,1,1,27.583,10.113,0,0,,,0,UP,
2026-07-07T09:11:36+00:00,BASELINE,icclz1,1,1,1,1,27.552,8.868,0,0,,,0,UP,
2026-07-07T09:11:41+00:00,BASELINE,icclz1,1,1,1,1,68.866,53.667,0,0,,,0,UP,
2026-07-07T09:11:47+00:00,BASELINE,icclz1,1,1,1,1,7.268,21.272,0,0,,,0,UP,
2026-07-07T09:11:52+00:00,BASELINE,icclz1,1,1,1,1,12.823,15.741,0,0,,,0,UP,
2026-07-07T09:11:57+00:00,BASELINE,icclz1,1,1,1,1,90.013,172.436,0,0,,,0,UP,
2026-07-07T09:12:03+00:00,BASELINE,icclz1,1,1,1,1,12.494,14.768,0,0,,,0,UP,
2026-07-07T09:12:08+00:00,BASELINE,icclz1,1,1,1,1,24.536,12.711,0,0,,,0,UP,
2026-07-07T09:12:13+00:00,BASELINE,icclz1,1,1,1,1,14.735,17.889,0,0,,,0,UP,
2026-07-07T09:12:19+00:00,BASELINE,icclz1,1,1,1,1,18.669,6.868,0,0,,,0,UP,
2026-07-07T09:12:24+00:00,BASELINE,icclz1,1,1,1,1,15.116,9.941,0,0,,,0,UP,
2026-07-07T09:12:29+00:00,BASELINE,icclz1,1,1,1,1,413.261,23.621,0,0,,,0,UP,
2026-07-07T09:12:35+00:00,BASELINE,icclz1,1,1,1,1,16.768,19.979,0,0,,,0,UP,
2026-07-07T09:12:40+00:00,BASELINE,icclz1,1,1,1,1,7.749,10.418,0,0,,,0,UP,
2026-07-07T09:12:45+00:00,BASELINE,icclz1,1,1,1,1,7.618,11.854,0,0,,,0,UP,
