client_role,req_id,target_url,client_ts_start,client_ts_end,e2e_latency_ms,status_code,success,server_latency_ms,server_total_latency_ms,server_time,server_pod_name,server_node_name,server_service_role,num_boxes,model,device,imgsz,filename,inter_request_gap_ms,loop_elapsed_ms,error_type,error_msg
measurement,measurement-0,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:28.792265+00:00,2026-06-24T16:27:29.035905+00:00,243.623,200,1,215.04,230.904,2026-06-24T16:27:29.032,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,,243.966,normal_success,
measurement,measurement-1,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.036387+00:00,2026-06-24T16:27:29.215596+00:00,179.191,200,1,153.652,165.74,2026-06-24T16:27:29.213,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.152,179.405,normal_success,
measurement,measurement-2,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.215858+00:00,2026-06-24T16:27:29.387328+00:00,171.457,200,1,147.059,159.11,2026-06-24T16:27:29.384,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.069,171.935,normal_success,
measurement,measurement-3,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.388028+00:00,2026-06-24T16:27:29.562293+00:00,174.239,200,1,146.67,158.665,2026-06-24T16:27:29.558,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.228,174.734,normal_success,
measurement,measurement-4,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.562889+00:00,2026-06-24T16:27:29.734633+00:00,171.721,200,1,144.293,156.451,2026-06-24T16:27:29.731,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.129,172.288,normal_success,
measurement,measurement-5,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.735311+00:00,2026-06-24T16:27:29.925103+00:00,189.77,200,1,162.562,174.661,2026-06-24T16:27:29.921,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,190.293,normal_success,
measurement,measurement-6,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:29.925736+00:00,2026-06-24T16:27:30.303704+00:00,377.944,200,1,352.195,364.187,2026-06-24T16:27:30.300,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,378.443,normal_success,
measurement,measurement-7,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:30.304314+00:00,2026-06-24T16:27:30.687030+00:00,382.698,200,1,356.683,368.589,2026-06-24T16:27:30.685,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.136,382.832,normal_success,
measurement,measurement-8,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:30.687179+00:00,2026-06-24T16:27:31.062660+00:00,375.475,200,1,353.754,365.644,2026-06-24T16:27:31.060,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.038,375.599,normal_success,
measurement,measurement-9,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:31.062816+00:00,2026-06-24T16:27:31.437321+00:00,374.499,200,1,352.228,364.094,2026-06-24T16:27:31.434,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.038,374.772,normal_success,
measurement,measurement-10,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:31.437675+00:00,2026-06-24T16:27:31.813700+00:00,376.012,200,1,352.581,364.741,2026-06-24T16:27:31.811,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.085,376.141,normal_success,
measurement,measurement-11,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:31.813843+00:00,2026-06-24T16:27:32.185411+00:00,371.559,200,1,348.63,360.554,2026-06-24T16:27:32.182,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.03,372.046,normal_success,
measurement,measurement-12,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:32.186087+00:00,2026-06-24T16:27:32.568274+00:00,382.161,200,1,355.62,367.663,2026-06-24T16:27:32.566,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.191,382.402,normal_success,
measurement,measurement-13,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:32.568562+00:00,2026-06-24T16:27:32.944290+00:00,375.714,200,1,351.629,363.77,2026-06-24T16:27:32.941,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.076,376.133,normal_success,
measurement,measurement-14,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:32.944832+00:00,2026-06-24T16:27:33.330170+00:00,385.313,200,1,355.686,367.549,2026-06-24T16:27:33.327,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.134,385.748,normal_success,
measurement,measurement-15,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:33.330713+00:00,2026-06-24T16:27:33.707528+00:00,376.799,200,1,351.291,363.279,2026-06-24T16:27:33.705,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,376.938,normal_success,
measurement,measurement-16,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:33.707684+00:00,2026-06-24T16:27:34.081635+00:00,373.946,200,1,352.15,364.072,2026-06-24T16:27:34.079,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.039,374.057,normal_success,
measurement,measurement-17,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:34.081778+00:00,2026-06-24T16:27:34.457316+00:00,375.528,200,1,352.309,364.287,2026-06-24T16:27:34.454,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.036,375.945,normal_success,
measurement,measurement-18,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:34.457857+00:00,2026-06-24T16:27:34.843242+00:00,385.362,200,1,358.432,370.583,2026-06-24T16:27:34.840,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.128,385.804,normal_success,
measurement,measurement-19,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:34.843796+00:00,2026-06-24T16:27:35.225788+00:00,381.972,200,1,356.049,367.881,2026-06-24T16:27:35.223,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.134,382.261,normal_success,
measurement,measurement-20,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:35.226142+00:00,2026-06-24T16:27:35.605399+00:00,379.241,200,1,354.38,366.653,2026-06-24T16:27:35.602,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.088,379.694,normal_success,
measurement,measurement-21,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:35.606008+00:00,2026-06-24T16:27:35.991474+00:00,385.441,200,1,358.683,370.74,2026-06-24T16:27:35.988,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.169,385.907,normal_success,
measurement,measurement-22,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:35.992103+00:00,2026-06-24T16:27:36.371662+00:00,379.536,200,1,353.338,365.577,2026-06-24T16:27:36.369,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.189,379.805,normal_success,
measurement,measurement-23,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:36.372029+00:00,2026-06-24T16:27:36.751823+00:00,379.781,200,1,355.813,367.69,2026-06-24T16:27:36.749,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.123,379.904,normal_success,
measurement,measurement-24,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:36.751963+00:00,2026-06-24T16:27:37.127393+00:00,375.425,200,1,353.534,365.381,2026-06-24T16:27:37.125,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.032,375.547,normal_success,
measurement,measurement-25,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:37.127546+00:00,2026-06-24T16:27:37.505369+00:00,377.812,200,1,354.801,366.635,2026-06-24T16:27:37.502,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.037,378.259,normal_success,
measurement,measurement-26,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:37.506013+00:00,2026-06-24T16:27:37.891707+00:00,385.669,200,1,359.089,371.01,2026-06-24T16:27:37.888,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.201,386.145,normal_success,
measurement,measurement-27,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:37.892307+00:00,2026-06-24T16:27:38.268066+00:00,375.738,200,1,349.596,361.491,2026-06-24T16:27:38.265,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.15,376.149,normal_success,
measurement,measurement-28,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:38.268574+00:00,2026-06-24T16:27:38.646793+00:00,378.198,200,1,351.221,363.61,2026-06-24T16:27:38.643,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.12,378.667,normal_success,
measurement,measurement-29,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:38.647371+00:00,2026-06-24T16:27:39.028425+00:00,381.032,200,1,354.826,366.682,2026-06-24T16:27:39.025,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.128,381.415,normal_success,
measurement,measurement-30,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:39.028901+00:00,2026-06-24T16:27:39.405202+00:00,376.235,200,1,350.519,362.367,2026-06-24T16:27:39.403,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.117,376.416,normal_success,
measurement,measurement-31,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:39.405352+00:00,2026-06-24T16:27:39.782332+00:00,376.971,200,1,353.593,366.016,2026-06-24T16:27:39.779,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.039,377.388,normal_success,
measurement,measurement-32,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:39.782883+00:00,2026-06-24T16:27:40.157291+00:00,374.389,200,1,349.046,360.869,2026-06-24T16:27:40.155,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.138,374.531,normal_success,
measurement,measurement-33,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:40.157447+00:00,2026-06-24T16:27:40.532647+00:00,375.193,200,1,353.017,364.873,2026-06-24T16:27:40.530,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.038,375.458,normal_success,
measurement,measurement-34,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:40.533037+00:00,2026-06-24T16:27:40.910822+00:00,377.77,200,1,352.938,364.932,2026-06-24T16:27:40.908,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.129,377.985,normal_success,
measurement,measurement-35,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:40.911079+00:00,2026-06-24T16:27:41.293899+00:00,382.809,200,1,358.73,370.582,2026-06-24T16:27:41.291,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.06,383.265,normal_success,
measurement,measurement-36,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:41.294480+00:00,2026-06-24T16:27:41.675057+00:00,380.555,200,1,353.951,365.77,2026-06-24T16:27:41.671,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,380.947,normal_success,
measurement,measurement-37,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:41.675561+00:00,2026-06-24T16:27:42.063695+00:00,388.117,200,1,358.815,372.236,2026-06-24T16:27:42.061,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.134,388.247,normal_success,
measurement,measurement-38,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:42.063841+00:00,2026-06-24T16:27:42.439329+00:00,375.482,200,1,353.75,365.619,2026-06-24T16:27:42.437,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.038,375.594,normal_success,
measurement,measurement-39,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:42.439472+00:00,2026-06-24T16:27:42.818558+00:00,379.08,200,1,357.109,369.173,2026-06-24T16:27:42.816,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.037,379.186,normal_success,
measurement,measurement-40,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:42.818697+00:00,2026-06-24T16:27:43.191342+00:00,372.641,200,1,350.814,362.665,2026-06-24T16:27:43.189,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.04,372.78,normal_success,
measurement,measurement-41,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:43.191515+00:00,2026-06-24T16:27:43.571784+00:00,380.264,200,1,358.13,370.084,2026-06-24T16:27:43.569,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.039,380.388,normal_success,
measurement,measurement-42,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:43.571982+00:00,2026-06-24T16:27:43.953067+00:00,381.075,200,1,358.12,370.024,2026-06-24T16:27:43.949,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.079,381.579,normal_success,
measurement,measurement-43,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:43.953703+00:00,2026-06-24T16:27:44.341275+00:00,387.543,200,1,360.389,372.24,2026-06-24T16:27:44.338,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.135,388.05,normal_success,
measurement,measurement-44,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:44.341900+00:00,2026-06-24T16:27:44.724772+00:00,382.721,200,1,354.029,366.047,2026-06-24T16:27:44.721,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.147,383.348,normal_success,
measurement,measurement-45,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:44.725389+00:00,2026-06-24T16:27:45.103501+00:00,378.092,200,1,352.074,363.909,2026-06-24T16:27:45.101,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.142,378.288,normal_success,
measurement,measurement-46,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:45.103711+00:00,2026-06-24T16:27:45.481720+00:00,377.999,200,1,355.151,366.985,2026-06-24T16:27:45.478,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.04,378.457,normal_success,
measurement,measurement-47,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:45.482313+00:00,2026-06-24T16:27:45.869590+00:00,387.255,200,1,359.676,371.885,2026-06-24T16:27:45.866,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.139,387.744,normal_success,
measurement,measurement-48,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:45.870194+00:00,2026-06-24T16:27:46.250677+00:00,380.457,200,1,353.082,364.929,2026-06-24T16:27:46.247,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.138,381.182,normal_success,
measurement,measurement-49,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:46.251544+00:00,2026-06-24T16:27:46.631956+00:00,380.331,200,1,355.62,367.553,2026-06-24T16:27:46.629,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.164,380.636,normal_success,
measurement,measurement-50,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:46.632231+00:00,2026-06-24T16:27:47.008808+00:00,376.565,200,1,352.904,365.017,2026-06-24T16:27:47.005,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.058,377.412,normal_success,
measurement,measurement-51,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:47.009801+00:00,2026-06-24T16:27:47.395035+00:00,385.204,200,1,358.859,370.717,2026-06-24T16:27:47.392,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.15,385.485,normal_success,
measurement,measurement-52,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:47.395349+00:00,2026-06-24T16:27:47.774121+00:00,378.759,200,1,354.251,366.165,2026-06-24T16:27:47.771,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.069,379.182,normal_success,
measurement,measurement-53,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:47.774666+00:00,2026-06-24T16:27:48.154012+00:00,379.325,200,1,352.055,363.917,2026-06-24T16:27:48.150,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.132,379.917,normal_success,
measurement,measurement-54,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:48.154805+00:00,2026-06-24T16:27:48.540282+00:00,385.456,200,1,358.51,370.361,2026-06-24T16:27:48.538,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.221,385.611,normal_success,
measurement,measurement-55,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:48.540445+00:00,2026-06-24T16:27:48.918286+00:00,377.831,200,1,354.599,366.51,2026-06-24T16:27:48.915,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.036,378.365,normal_success,
measurement,measurement-56,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:48.918999+00:00,2026-06-24T16:27:49.301367+00:00,382.346,200,1,356.434,368.279,2026-06-24T16:27:49.298,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.182,382.805,normal_success,
measurement,measurement-57,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:49.301985+00:00,2026-06-24T16:27:49.690945+00:00,388.939,200,1,363.137,374.97,2026-06-24T16:27:49.688,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.182,389.147,normal_success,
measurement,measurement-58,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:49.691192+00:00,2026-06-24T16:27:50.070774+00:00,379.575,200,1,356.374,368.781,2026-06-24T16:27:50.068,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.065,379.705,normal_success,
measurement,measurement-59,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:50.070952+00:00,2026-06-24T16:27:50.446544+00:00,375.584,200,1,352.743,364.707,2026-06-24T16:27:50.443,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.056,376.048,normal_success,
measurement,measurement-60,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:50.447139+00:00,2026-06-24T16:27:50.833306+00:00,386.146,200,1,359.968,372.009,2026-06-24T16:27:50.830,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,386.481,normal_success,
measurement,measurement-61,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:50.833722+00:00,2026-06-24T16:27:51.217767+00:00,384.033,200,1,360.576,372.457,2026-06-24T16:27:51.215,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.105,384.216,normal_success,
measurement,measurement-62,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:51.217986+00:00,2026-06-24T16:27:51.599557+00:00,381.559,200,1,357.415,369.851,2026-06-24T16:27:51.596,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.05,381.972,normal_success,
measurement,measurement-63,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:51.600088+00:00,2026-06-24T16:27:51.987564+00:00,387.459,200,1,354.105,368.482,2026-06-24T16:27:51.985,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.126,387.608,normal_success,
measurement,measurement-64,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:51.987732+00:00,2026-06-24T16:27:52.367117+00:00,379.379,200,1,356.263,368.64,2026-06-24T16:27:52.364,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.041,379.516,normal_success,
measurement,measurement-65,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:52.367283+00:00,2026-06-24T16:27:52.755458+00:00,388.165,200,1,358.213,370.069,2026-06-24T16:27:52.752,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.034,388.579,normal_success,
measurement,measurement-66,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:52.756049+00:00,2026-06-24T16:27:53.135319+00:00,379.247,200,1,353.094,365.074,2026-06-24T16:27:53.132,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.182,379.68,normal_success,
measurement,measurement-67,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:53.135884+00:00,2026-06-24T16:27:53.516865+00:00,380.958,200,1,354.498,366.337,2026-06-24T16:27:53.513,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.156,381.448,normal_success,
measurement,measurement-68,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:53.517468+00:00,2026-06-24T16:27:53.898021+00:00,380.531,200,1,354.292,366.239,2026-06-24T16:27:53.894,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.135,380.962,normal_success,
measurement,measurement-69,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:53.898560+00:00,2026-06-24T16:27:54.283324+00:00,384.744,200,1,358.408,370.242,2026-06-24T16:27:54.280,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.131,385.184,normal_success,
measurement,measurement-70,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:54.283884+00:00,2026-06-24T16:27:54.661263+00:00,377.362,200,1,351.486,363.305,2026-06-24T16:27:54.659,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.139,377.501,normal_success,
measurement,measurement-71,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:54.661420+00:00,2026-06-24T16:27:55.038592+00:00,377.163,200,1,354.451,366.276,2026-06-24T16:27:55.035,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.037,377.62,normal_success,
measurement,measurement-72,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:55.039179+00:00,2026-06-24T16:27:55.415094+00:00,375.897,200,1,351.035,362.85,2026-06-24T16:27:55.413,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.136,376.04,normal_success,
measurement,measurement-73,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:55.415253+00:00,2026-06-24T16:27:55.794483+00:00,379.221,200,1,356.254,368.214,2026-06-24T16:27:55.791,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.04,379.636,normal_success,
measurement,measurement-74,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:55.795066+00:00,2026-06-24T16:27:56.173479+00:00,378.391,200,1,352.209,364.153,2026-06-24T16:27:56.170,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.171,378.994,normal_success,
measurement,measurement-75,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:56.174211+00:00,2026-06-24T16:27:56.551884+00:00,377.651,200,1,351.268,363.132,2026-06-24T16:27:56.548,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.151,378.121,normal_success,
measurement,measurement-76,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:56.552462+00:00,2026-06-24T16:27:56.935562+00:00,383.078,200,1,356.772,368.759,2026-06-24T16:27:56.932,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.132,383.548,normal_success,
measurement,measurement-77,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:56.936143+00:00,2026-06-24T16:27:57.314982+00:00,378.819,200,1,352.687,364.534,2026-06-24T16:27:57.312,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.132,379.171,normal_success,
measurement,measurement-78,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:57.315418+00:00,2026-06-24T16:27:57.698710+00:00,383.276,200,1,356.934,368.825,2026-06-24T16:27:57.695,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.106,383.738,normal_success,
measurement,measurement-79,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:57.699292+00:00,2026-06-24T16:27:58.080374+00:00,381.063,200,1,355.726,367.58,2026-06-24T16:27:58.078,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.133,381.203,normal_success,
measurement,measurement-80,http://10.42.1.31:18080/infer?repeat=10,2026-06-24T16:27:58.080525+00:00,2026-06-24T16:27:58.457542+00:00,377.008,200,1,354.301,366.213,2026-06-24T16:27:58.454,yolo26n-focus-d67856478-2b8lw,unknown,focus,18,yolo26m.pt,cuda:0,640,sanity_input.png,0.037,377.461,normal_success,
