iccl-s3-251230	v1.32.4	Ubuntu 24.04.3 LTS	containerd://1.7.28
iccls2	v1.32.4	Ubuntu 22.04.5 LTS	containerd://2.2.2
icclz1	v1.32.4	Ubuntu 22.04.5 LTS	containerd://2.2.1
icclz3	v1.32.4	Ubuntu 22.04.5 LTS	containerd://2.2.1
mirc516-20250605	v1.32.13	Ubuntu 24.04.3 LTS	containerd://2.2.1
z590-aorus-xtreme	v1.32.13	Ubuntu 24.04.2 LTS	containerd://1.7.28
